"SecretarialAreaCode","SecretarialAreaTitle","AgencyCode","AgencyTitle","bill","year","type","amount"
"05","Health and Human Resources","702","Department for the Blind and Vision Impaired","1","2022","NGF",79472548
"05","Health and Human Resources","702","Department for the Blind and Vision Impaired","1","2022","Total",87108609
"05","Health and Human Resources","702","Department for the Blind and Vision Impaired","1","2023","GF",9262779
"05","Health and Human Resources","702","Department for the Blind and Vision Impaired","1","2023","NGF",80069598
"05","Health and Human Resources","702","Department for the Blind and Vision Impaired","1","2023","Total",89332377
"05","Health and Human Resources","702","Department for the Blind and Vision Impaired","1","2024","GF",9262779
"05","Health and Human Resources","702","Department for the Blind and Vision Impaired","1","2024","NGF",80069598
"05","Health and Human Resources","702","Department for the Blind and Vision Impaired","1","2024","Total",89332377
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1283","2019","GF",70014613
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1283","2019","NGF",44782822
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1283","2019","Total",114797435
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1283","2020","GF",80317330
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1283","2020","NGF",58029829
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1283","2020","Total",138347159
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1","2021","GF",109721284
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1","2021","NGF",62061346
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1","2021","Total",171782630
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1","2022","GF",135942397
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1","2022","NGF",46155145
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1","2022","Total",182097542
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1","2023","GF",172867695
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1","2023","NGF",51483442
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1","2023","Total",224351137
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1","2024","GF",261228102
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1","2024","NGF",57303715
"05","Health and Human Resources","720","Department of Behavioral Health and Developmental Services","1","2024","Total",318531817
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1283","2019","GF",998570
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1283","2019","NGF",3267208
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1283","2019","Total",4265778
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1283","2020","GF",998570
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1283","2020","NGF",3267208
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1283","2020","Total",4265778
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1","2021","GF",1048970
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1","2021","NGF",2871359
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1","2021","Total",3920329
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1","2022","GF",1048970
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1","2022","NGF",2579755
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1","2022","Total",3628725
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1","2023","GF",1320862
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1","2023","NGF",2595744
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1","2023","Total",3916606
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1","2024","GF",1320862
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1","2024","NGF",2556794
"05","Health and Human Resources","751","Department for the Deaf and Hard-Of-Hearing","1","2024","Total",3877656
"05","Health and Human Resources","765","Department of Social Services","1283","2019","GF",429427587
"05","Health and Human Resources","765","Department of Social Services","1283","2019","NGF",1678486822
"05","Health and Human Resources","765","Department of Social Services","1283","2019","Total",2107914409
"05","Health and Human Resources","765","Department of Social Services","1283","2020","GF",431177854
"05","Health and Human Resources","765","Department of Social Services","1283","2020","NGF",1788437837
"05","Health and Human Resources","765","Department of Social Services","1283","2020","Total",2219615691
"05","Health and Human Resources","765","Department of Social Services","1","2021","GF",434112881
"05","Health and Human Resources","765","Department of Social Services","1","2021","NGF",1819379011
"05","Health and Human Resources","765","Department of Social Services","1","2021","Total",2253491892
"05","Health and Human Resources","765","Department of Social Services","1","2022","GF",470241998
"05","Health and Human Resources","765","Department of Social Services","1","2022","NGF",1660590401
"05","Health and Human Resources","765","Department of Social Services","1","2022","Total",2130832399
"05","Health and Human Resources","765","Department of Social Services","1","2023","GF",521761251
"05","Health and Human Resources","765","Department of Social Services","1","2023","NGF",1744657305
"05","Health and Human Resources","765","Department of Social Services","1","2023","Total",2266418556
"05","Health and Human Resources","765","Department of Social Services","1","2024","GF",521086284
"05","Health and Human Resources","765","Department of Social Services","1","2024","NGF",1842549651
"05","Health and Human Resources","765","Department of Social Services","1","2024","Total",2363635935
"05","Health and Human Resources","790","Grants to Localities","1283","2019","GF",371417537
"05","Health and Human Resources","790","Grants to Localities","1283","2019","NGF",93800000
"05","Health and Human Resources","790","Grants to Localities","1283","2019","Total",465217537
"05","Health and Human Resources","790","Grants to Localities","1283","2020","GF",412918309
"05","Health and Human Resources","790","Grants to Localities","1283","2020","NGF",92500000
"05","Health and Human Resources","790","Grants to Localities","1283","2020","Total",505418309
"05","Health and Human Resources","790","Grants to Localities","1","2021","GF",419913787
"05","Health and Human Resources","790","Grants to Localities","1","2021","NGF",93800000
"05","Health and Human Resources","790","Grants to Localities","1","2021","Total",513713787
"05","Health and Human Resources","790","Grants to Localities","1","2022","GF",468815857
"05","Health and Human Resources","790","Grants to Localities","1","2022","NGF",9e+07
"05","Health and Human Resources","790","Grants to Localities","1","2022","Total",558815857
"05","Health and Human Resources","790","Grants to Localities","1","2023","GF",497191587
"05","Health and Human Resources","790","Grants to Localities","1","2023","NGF",94732000
"05","Health and Human Resources","790","Grants to Localities","1","2023","Total",591923587
"05","Health and Human Resources","790","Grants to Localities","1","2024","GF",604582889
"05","Health and Human Resources","790","Grants to Localities","1","2024","NGF",97453798
"05","Health and Human Resources","790","Grants to Localities","1","2024","Total",702036687
